Equipe;Nom;Poste;Type poste;Date de naissance;Taille (en cm);Poids (en kg);ID_equipe;Equipe;Compo
Paris;Joketani KOROI;3ème ligne;3ème ligne;01/01/1996;198;115;10;;FALSE
Paris;Josh STRAUSS;3ème ligne;3ème ligne;23/10/1986;200;114;10;;FALSE
Paris;Loïc GODENER;3ème ligne;3ème ligne;13/08/1995;188;115;10;;FALSE
Paris;Pablo MATERA;3ème ligne;3ème ligne;18/07/1993;193;110;10;;FALSE
Paris;Ryan CHAPUIS;3ème ligne;3ème ligne;12/12/1997;189;104;10;;FALSE
Paris;Sekou MACALOU;3ème ligne;3ème ligne;20/04/1995;195;100;10;;FALSE
Paris;Talalelei GRAY;3ème ligne;3ème ligne;28/02/1990;194;110;10;;FALSE
Paris;Willem ALBERTS;3ème ligne;3ème ligne;11/05/1984;192;120;10;;FALSE
Paris;Arthur COVILLE;Mêlée;Demi;04/02/1998;178;83;10;;FALSE
Paris;Clément DAGUIN;Mêlée;Demi;25/05/1992;180;87;10;;FALSE
Paris;James HALL;Mêlée;Demi;02/01/1996;172;84;10;;FALSE
Paris;Joris SEGONDS;Ouverture;Demi;06/04/1997;180;91;10;;FALSE
Paris;Jules PLISSON;Ouverture;Demi;20/08/1991;184;88;10;;FALSE
Paris;Morné STEYN;Ouverture;Demi;11/07/1984;183;91;10;;FALSE
Paris;Nicolas SANCHEZ;Ouverture;Demi;26/10/1988;177;85;10;;FALSE
Paris;Alex ARRATE;Centre;Trois-Quarts;24/06/1997;180;90;10;;FALSE
Paris;Gaël FICKOU;Centre;Trois-Quarts;26/03/1994;190;100;10;;FALSE
Paris;Jonathan DANTY;Centre;Trois-Quarts;07/10/1992;181;107;10;;FALSE
Paris;Julien DELBOUIS;Centre;Trois-Quarts;04/08/1999;185;95;10;;FALSE
Paris;Lionel MAPOE;Centre;Trois-Quarts;13/07/1988;183;95;10;;FALSE
Paris;Adrien LAPÈGUE;Ailier;Trois-Quarts;21/10/1998;181;88;10;;FALSE
Paris;Julien ARIAS;Ailier;Trois-Quarts;26/10/1983;178;89;10;;FALSE
Paris;Lester ETIEN;Ailier;Trois-Quarts;21/06/1995;180;90;10;;FALSE
Paris;Ruan COMBRINCK;Ailier;Trois-Quarts;10/05/1990;183;97;10;;FALSE
Paris;Sefa NAIVALU;Ailier;Trois-Quarts;07/01/1992;186;101;10;;FALSE
Paris;Waisea NAYACALEVU;Ailier;Trois-Quarts;26/06/1990;193;104;10;;FALSE
Paris;Kylan HAMDAOUI;Arrière;Arrière;15/04/1994;182;84;10;;FALSE
Pau;Geoffrey MOÏSE;Pilier;Avant;20/08/1991;187;130;11;;FALSE
Pau;Ignacio CALLES;Pilier;Avant;24/10/1995;187;116;11;;FALSE
Pau;Lourens ADRIAANSE;Pilier;Avant;05/02/1988;181;115;11;;FALSE
Pau;Lucas POINTUD;Pilier;Avant;18/01/1988;189;127;11;;FALSE
Pau;Malik HAMADACHE;Pilier;Avant;17/10/1988;193;141;11;;FALSE
Pau;Mohamed BOUGHANMI;Pilier;Avant;27/10/1991;194;126;11;;FALSE
Pau;Nicolas CORATO;Pilier;Avant;07/10/1997;184;120;11;;FALSE
Pau;Siegfried FISIIHOI;Pilier;Avant;06/08/1987;184;125;11;;FALSE
Pau;Lucas REY;Talonneur;Avant;27/04/1997;175;95;11;;FALSE
Pau;Quentin LESPIAUCQ-BRETTES;Talonneur;Avant;16/02/1995;180;95;11;;FALSE
Pau;Dan MALAFOSSE;2ème ligne;2ème ligne;14/01/1992;195;121;11;;FALSE
Pau;Daniel RAMSAY;2ème ligne;2ème ligne;01/06/1984;197;114;11;;FALSE
Pau;Denis MARCHOIS;2ème ligne;2ème ligne;05/02/1994;198;115;11;;FALSE
Pau;Fabrice METZ;2ème ligne;2ème ligne;23/01/1991;196;121;11;;FALSE
Pau;Julien DELANNOY;2ème ligne;2ème ligne;15/06/1995;198;123;11;;FALSE
Pau;Antoine ERBANI;3ème ligne;3ème ligne;07/02/1990;192;100;11;;FALSE
Pau;Baptiste PESENTI;3ème ligne;3ème ligne;03/07/1997;195;118;11;;FALSE
Pau;Clément FOURNIER;3ème ligne;3ème ligne;06/05/2000;190;105;11;;FALSE
Pau;Dominiko WAQANIBUROTU;3ème ligne;3ème ligne;20/04/1986;193;114;11;;FALSE
Pau;Giovanni HABEL-KUEFFNER;3ème ligne;3ème ligne;09/01/1995;190;110;11;;FALSE
Pau;Lekima TAGITAGIVALU;3ème ligne;3ème ligne;12/12/1995;193;109;11;;FALSE
Pau;Luke WHITELOCK;3ème ligne;3ème ligne;29/01/1991;190;116;11;;FALSE
Pau;Martin PUECH;3ème ligne;3ème ligne;14/12/1988;193;95;11;;FALSE
Pau;Matthieu UGENA;3ème ligne;3ème ligne;25/07/1995;186;106;11;;FALSE
Pau;Pierrick GUNTHER;3ème ligne;3ème ligne;16/10/1989;190;106;11;;FALSE
Pau;Clovis LE BAIL;Mêlée;Demi;29/11/1995;173;74;11;;FALSE
Pau;Samuel MARQUÈS;Mêlée;Demi;08/12/1988;177;76;11;;FALSE
Pau;Thibault DAUBAGNA;Mêlée;Demi;20/05/1994;177;80;11;;FALSE
Pau;Antoine HASTOY;Ouverture;Demi;04/06/1997;180;86;11;;FALSE
Pau;Colin SLADE;Ouverture;Demi;10/10/1987;183;90;11;;FALSE
Pau;Tom TAYLOR;Ouverture;Demi;11/03/1989;183;90;11;;FALSE
Pau;Alexandre DUMOULIN;Centre;Trois-Quarts;24/08/1989;189;101;11;;FALSE
Pau;Atila SEPTAR;Centre;Trois-Quarts;02/06/1996;195;99;11;;FALSE
Pau;Benson STANLEY;Centre;Trois-Quarts;11/09/1984;184;98;11;;FALSE
Pau;Florian NICOT;Centre;Trois-Quarts;30/09/1986;184;95;11;;FALSE
Pau;Jale VATUBUA;Centre;Trois-Quarts;30/08/1991;189;121;11;;FALSE
Pau;Julien FUMAT;Centre;Trois-Quarts;26/03/1987;180;83;11;;FALSE
Pau;Pierre NUENO;Centre;Trois-Quarts;15/05/1996;184;90;11;;FALSE
Pau;Bastien POURAILLY;Ailier;Trois-Quarts;31/01/1994;177;80;11;;FALSE
Pau;Ben SMITH;Ailier;Trois-Quarts;01/06/1986;186;94;11;;FALSE
Pau;Vincent PINTO;Ailier;Trois-Quarts;10/04/1999;187;93;11;;FALSE
Pau;Watisoni VOTU;Ailier;Trois-Quarts;25/03/1985;187;100;11;;FALSE
Pau;Charly MALIÉ;Arrière;Arrière;05/11/1991;185;87;11;;FALSE
Pau;Jesse MOGG;Arrière;Arrière;08/06/1989;187;90;11;;FALSE
Racing92;Ali OZ;Pilier;Avant;28/05/1995;193;140;12;;FALSE
Racing92;Ben TAMEIFUNA;Pilier;Avant;30/08/1991;182;140;12;;FALSE
Racing92;Cedate GOMES SA;Pilier;Avant;07/08/1993;185;113;12;;FALSE
Racing92;Eddy BEN AROUS;Pilier;Avant;25/08/1990;183;117;12;;FALSE
Racing92;Georges-Henri COLOMBE;Pilier;Avant;09/04/1998;193;133;12;;FALSE
Racing92;Hassane KOLINGAR;Pilier;Avant;06/03/1998;186;116;12;;FALSE
Racing92;Vasil KAKOVIN;Pilier;Avant;01/12/1989;183;110;12;;FALSE
Racing92;Camille CHAT;Talonneur;Avant;18/12/1995;178;101;12;;FALSE
Racing92;Issam HAMEL;Talonneur;Avant;18/06/1997;180;110;12;;FALSE
Racing92;Kévin LE GUEN;Talonneur;Avant;17/11/1990;183;105;12;;FALSE
Racing92;Teddy BAUBIGNY;Talonneur;Avant;02/09/1998;187;111;12;;FALSE
Racing92;Dominic BIRD;2ème ligne;2ème ligne;09/04/1991;206;115;12;;FALSE
Racing92;Donnacha RYAN;2ème ligne;2ème ligne;11/12/1983;201;114;12;;FALSE
Racing92;Leone NAKARAWA;2ème ligne;2ème ligne;04/02/1988;200;125;12;;FALSE
Racing92;Antonie CLAASSEN;3ème ligne;3ème ligne;20/10/1984;191;106;12;;FALSE
Racing92;Baptiste CHOUZENOUX;3ème ligne;3ème ligne;07/08/1993;202;107;12;;FALSE
Racing92;Bernard LE ROUX;3ème ligne;3ème ligne;04/06/1989;196;113;12;;FALSE
Racing92;Boris PALU;3ème ligne;3ème ligne;04/02/1996;193;109;12;;FALSE
Racing92;Fabien SANCONNIE;3ème ligne;3ème ligne;21/02/1995;195;110;12;;FALSE
Racing92;Ibrahim DIALLO;3ème ligne;3ème ligne;23/01/1998;193;109;12;;FALSE
Racing92;Jordan JOSEPH;3ème ligne;3ème ligne;31/07/2000;189;115;12;;FALSE
Racing92;Wenceslas LAURET;3ème ligne;3ème ligne;28/03/1989;188;103;12;;FALSE
Racing92;Yoan TANGA-MANGENE;3ème ligne;3ème ligne;29/11/1996;185;108;12;;FALSE
Racing92;Antoine GIBERT;Mêlée;Demi;31/12/1997;177;76;12;;FALSE
Racing92;Maxime MACHENAUD;Mêlée;Demi;30/12/1988;174;87;12;;FALSE
Racing92;Sam HIDALGO-CLYNE;Mêlée;Demi;04/08/1993;175;76;12;;FALSE
Racing92;Teddy IRIBAREN;Mêlée;Demi;25/09/1990;170;70;12;;FALSE
Racing92;Ben VOLAVOLA;Ouverture;Demi;13/01/1991;191;93;12;;FALSE
Racing92;Finn RUSSELL;Ouverture;Demi;23/09/1992;183;87;12;;FALSE
Racing92;François TRINH-DUC;Ouverture;Demi;11/11/1986;186;90;12;;FALSE
Racing92;Joaquin DIAZ BONILLA;Ouverture;Demi;12/04/1989;177;80;12;;FALSE
Racing92;Henry CHAVANCY;Centre;Trois-Quarts;22/05/1988;181;92;12;;FALSE
Racing92;Léonard PARIS;Centre;Trois-Quarts;20/03/1996;180;92;12;;FALSE
Racing92;Olivier KLEMENCZAK;Centre;Trois-Quarts;01/06/1996;181;81;12;;FALSE
Racing92;Virimi VAKATAWA;Centre;Trois-Quarts;01/05/1992;185;98;12;;FALSE
Racing92;Dorian LABORDE;Ailier;Trois-Quarts;30/12/1996;178;107;12;;FALSE
Racing92;Juan IMHOFF;Ailier;Trois-Quarts;11/05/1988;185;90;12;;FALSE
Racing92;Simon ZEBO;Ailier;Trois-Quarts;16/03/1990;187;94;12;;FALSE
Racing92;Teddy THOMAS;Ailier;Trois-Quarts;18/09/1993;185;90;12;;FALSE
Racing92;Brice DULIN;Arrière;Arrière;13/04/1990;176;82;12;;FALSE
Racing92;Louis DUPICHOT;Arrière;Arrière;23/09/1995;183;86;12;;FALSE
Toulon;Beka GIGASHVILI;Pilier;Avant;17/02/1992;177;114;13;;FALSE
Toulon;Bruce DEVAUX;Pilier;Avant;14/11/1996;183;108;13;;FALSE
Toulon;Florian FRESIA;Pilier;Avant;17/01/1992;185;110;13;;FALSE
Toulon;Jean-Baptiste GROS;Pilier;Avant;29/05/1999;187;110;13;;FALSE
Toulon;Marcel VAN DER MERWE;Pilier;Avant;24/10/1990;188;120;13;;FALSE
Toulon;Sébastien TAOFIFENUA;Pilier;Avant;21/03/1992;178;130;13;;FALSE
Toulon;Wilco LOUW;Pilier;Avant;20/07/1994;185;133;13;;FALSE
Toulon;Anthony ÉTRILLARD;Talonneur;Avant;21/03/1993;183;110;13;;FALSE
Toulon;Bastien SOURY;Talonneur;Avant;18/03/1995;180;105;13;;FALSE
Toulon;Christopher TOLOFUA;Talonneur;Avant;31/12/1993;182;117;13;;FALSE
Toulon;Brian ALAINUUESE;2ème ligne;2ème ligne;19/03/1994;202;135;13;;FALSE
Toulon;Corentin VERNET;2ème ligne;2ème ligne;27/09/1996;200;127;13;;FALSE
Toulon;Eben ETZEBETH;2ème ligne;2ème ligne;29/10/1991;203;117;13;;FALSE
Toulon;Mamuka GORGODZE;2ème ligne;2ème ligne;14/07/1984;196;120;13;;FALSE
Toulon;Romain TAOFIFENUA;2ème ligne;2ème ligne;14/09/1990;200;127;13;;FALSE
Toulon;Swan REBBADJ;2ème ligne;2ème ligne;15/01/1995;202;116;13;;FALSE
Toulon;Charles OLLIVON;3ème ligne;3ème ligne;11/05/1993;199;114;13;;FALSE
Toulon;Facundo ISA;3ème ligne;3ème ligne;21/09/1993;188;111;13;;FALSE
Toulon;Liam MESSAM;3ème ligne;3ème ligne;25/03/1984;190;109;13;;FALSE
Toulon;Raphaël LAKAFIA;3ème ligne;3ème ligne;28/10/1988;191;115;13;;FALSE
Toulon;Sergio PARISSE;3ème ligne;3ème ligne;12/09/1983;196;122;13;;FALSE
Toulon;Stéphane ONAMBÉLÉ;3ème ligne;3ème ligne;12/02/1993;188;94;13;;FALSE
Toulon;Thomas HOARAU;3ème ligne;3ème ligne;01/06/1995;190;112;13;;FALSE
Toulon;Anthony MÉRIC;Mêlée;Demi;15/02/1995;177;77;13;;FALSE
Toulon;Baptiste SERIN;Mêlée;Demi;20/06/1994;180;79;13;;FALSE
Toulon;Louis SCHREUDER;Mêlée;Demi;25/04/1990;184;82;13;;FALSE
Toulon;Rhys WEBB;Mêlée;Demi;09/12/1988;183;93;13;;FALSE
Toulon;Anthony BELLEAU;Ouverture;Demi;08/04/1996;177;85;13;;FALSE
Toulon;Louis CARBONEL;Ouverture;Demi;04/02/1999;180;85;13;;FALSE
Toulon;Mathieu SMAÏLI;Ouverture;Demi;30/08/1999;180;84;13;;FALSE
Toulon;Ben TEO;Centre;Trois-Quarts;27/01/1987;188;105;13;;FALSE
Toulon;Duncan PAIAAUA;Centre;Trois-Quarts;20/01/1995;180;91;13;;FALSE
Toulon;Julian SAVEA;Centre;Trois-Quarts;07/08/1990;192;108;13;;FALSE
Toulon;Julien HÉRITEAU;Centre;Trois-Quarts;12/09/1994;181;90;13;;FALSE
Toulon;Théo DACHARY;Centre;Trois-Quarts;26/03/1997;184;92;13;;FALSE
Toulon;Bryce HEEM ;Ailier;Trois-Quarts;18/01/1989;193;105;13;;FALSE
Toulon;Daniel IKPEFAN;Ailier;Trois-Quarts;18/10/1993;185;92;13;;FALSE
Toulon;Gabin VILLIÈRE;Ailier;Trois-Quarts;13/12/1995;180;87;13;;FALSE
Toulon;Masivesi DAKUWAQA;Ailier;Trois-Quarts;14/02/1994;190;105;13;;FALSE
Toulon;Gervais CORDIN;Arrière;Arrière;10/12/1998;172;73;13;;FALSE
Toulon;Hugo BONNEVAL;Arrière;Arrière;19/11/1990;185;90;13;;FALSE
Toulon;Nehe MILNER-SKUDDER;Arrière;Arrière;15/12/1990;182;90;13;;FALSE
Toulouse;Charlie FAUMUINA;Pilier;Avant;24/12/1986;184;128;14;;FALSE
Toulouse;Clément CASTETS;Pilier;Avant;05/05/1996;183;110;14;;FALSE
Toulouse;Cyril BAILLE;Pilier;Avant;15/09/1993;182;116;14;;TRUE
Toulouse;Dorian ALDEGHERI;Pilier;Avant;04/08/1993;180;119;14;;TRUE
Toulouse;Maks VAN DYK;Pilier;Avant;21/01/1992;186;118;14;;FALSE
Toulouse;Paulo TAFILI;Pilier;Avant;15/02/1996;183;132;14;;FALSE
Toulouse;Rémy HUGUES;Pilier;Avant;01/01/1986;183;114;14;;FALSE
Toulouse;Rodrigue NETI;Pilier;Avant;26/04/1995;185;124;14;;FALSE
Toulouse;Guillaume CRAMONT;Talonneur;Avant;29/12/2000;182;97;14;;FALSE
Toulouse;Guillaume MARCHAND;Talonneur;Avant;05/06/1998;183;100;14;;FALSE
Toulouse;Jaco VISAGIE;Talonneur;Avant;08/07/1992;188;105;14;;FALSE
Toulouse;Julien MARCHAND;Talonneur;Avant;10/05/1995;181;95;14;;TRUE
Toulouse;Takeshi HINO;Talonneur;Avant;20/01/1990;172;100;14;;FALSE
Toulouse;Bastien CHALUREAU;2ème ligne;2ème ligne;13/02/1992;202;121;14;;FALSE
Toulouse;Florian VERHAEGHE;2ème ligne;2ème ligne;27/04/1997;202;108;14;;FALSE
Toulouse;Iosefa TEKORI;2ème ligne;2ème ligne;17/12/1983;198;127;14;;TRUE
Toulouse;Richie ARNOLD;2ème ligne;2ème ligne;01/07/1990;208;127;14;;TRUE
Toulouse;Richie GRAY;2ème ligne;2ème ligne;24/08/1989;206;125;14;;FALSE
Toulouse;Rory ARNOLD;2ème ligne;2ème ligne;01/07/1990;208;120;14;;FALSE
Toulouse;Alban PLACINES;3ème ligne;3ème ligne;23/04/1993;189;110;14;;FALSE
Toulouse;Antoine MIQUEL;3ème ligne;3ème ligne;20/06/1994;192;109;14;;FALSE
Toulouse;Carl AXTENS;3ème ligne;3ème ligne;26/08/1991;193;117;14;;FALSE
Toulouse;François CROS;3ème ligne;3ème ligne;25/03/1994;190;95;14;;TRUE
Toulouse;Gillian GALAN;3ème ligne;3ème ligne;07/08/1991;193;120;14;;TRUE
Toulouse;Jerome KAINO;3ème ligne;3ème ligne;06/04/1983;196;113;14;;TRUE
Toulouse;Louis-Benoît MADAULE;3ème ligne;3ème ligne;24/09/1988;190;104;14;;FALSE
Toulouse;Rynhardt ELSTADT;3ème ligne;3ème ligne;20/12/1989;198;120;14;;FALSE
Toulouse;Selevasio TOLOFUA;3ème ligne;3ème ligne;31/05/1997;186;115;14;;FALSE
Toulouse;Antoine DUPONT;Mêlée;Demi;15/11/1996;174;82;14;;TRUE
Toulouse;Pierre PAGÈS;Mêlée;Demi;16/05/1990;180;78;14;;FALSE
Toulouse;Sébastien BÉZY;Mêlée;Demi;22/11/1991;174;74;14;;FALSE
Toulouse;Romain NTAMACK;Ouverture;Demi;01/05/1999;186;84;14;;TRUE
Toulouse;Tristan TEDDER;Ouverture;Demi;17/04/1996;180;80;14;;FALSE
Toulouse;Zack HOLMES;Ouverture;Demi;30/05/1990;175;90;14;;FALSE
Toulouse;Maxime MERMOZ;Centre;Trois-Quarts;28/07/1986;181;93;14;;TRUE
Toulouse;Pierre FOUYSSAC;Centre;Trois-Quarts;17/03/1995;190;100;14;;FALSE
Toulouse;Pita AHKI;Centre;Trois-Quarts;24/09/1992;189;97;14;;TRUE
Toulouse;Théo BELAN;Centre;Trois-Quarts;15/11/1992;187;94;14;;FALSE
Toulouse;Arthur BONNEVAL;Ailier;Trois-Quarts;31/05/1995;181;82;14;;FALSE
Toulouse;Cheslin KOLBE;Ailier;Trois-Quarts;28/10/1993;171;80;14;;TRUE
Toulouse;Lucas TAUZIN;Ailier;Trois-Quarts;21/05/1998;187;98;14;;FALSE
Toulouse;Sofiane GUITOUNE;Ailier;Trois-Quarts;27/03/1989;186;96;14;;FALSE
Toulouse;Werner KOK;Ailier;Trois-Quarts;27/01/1993;177;78;14;;FALSE
Toulouse;Yoann HUGET;Ailier;Trois-Quarts;02/06/1987;190;97;14;;TRUE
Toulouse;Matthis LEBEL;Arrière;Arrière;25/03/1999;185;91;14;;FALSE
Toulouse;Maxime MÉDARD;Arrière;Arrière;16/11/1986;180;85;14;;FALSE
Toulouse;Thomas RAMOS;Arrière;Arrière;23/07/1995;178;86;14;;TRUE
